,CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score
533,13046.0,31,2,629.31,3,2,2,322,7
534,13047.0,32,10,3237.54,3,4,4,344,11
535,13048.0,14,4,1835.9099999999999,4,3,4,434,11
536,13049.0,64,2,656.6800000000002,2,2,2,222,6
537,13050.0,15,17,5836.860000000001,4,4,4,444,12
538,13052.0,212,1,348.15000000000003,1,1,2,112,4
539,13055.0,78,3,1214.41,2,3,3,233,8
540,13058.0,25,3,271.4,3,3,1,331,7
541,13059.0,250,1,183.4,1,1,1,111,3
542,13060.0,254,1,307.53000000000003,1,1,2,112,4
543,13061.0,72,1,248.61,2,1,1,211,4
544,13062.0,191,1,346.98,1,1,2,112,4
545,13064.0,13,4,1119.4900000000002,4,3,3,433,10
547,13066.0,24,2,470.79999999999995,3,2,2,322,7
548,13067.0,82,1,115.46000000000001,2,1,1,211,4
549,13068.0,10,2,344.0,4,2,2,422,8
550,13069.0,1,24,4436.12,4,4,4,444,12
551,13070.0,192,1,228.8,1,1,1,111,3
552,13072.0,267,1,177.14999999999998,1,1,1,111,3
553,13075.0,130,1,919.6100000000001,2,1,3,213,6
554,13077.0,1,4,729.2700000000001,4,3,3,433,10
556,13079.0,4,5,220.09999999999997,4,4,1,441,9
557,13080.0,179,1,58.08,1,1,1,111,3
559,13082.0,126,9,3613.6299999999997,2,4,4,244,10
560,13083.0,4,2,303.75,4,2,1,421,7
561,13085.0,158,2,416.08000000000004,1,2,2,122,5
563,13090.0,9,14,8910.819999999998,4,4,4,444,12
564,13091.0,28,1,345.82000000000005,3,1,2,312,6
565,13092.0,71,5,477.83000000000004,2,4,2,242,8
566,13093.0,276,8,7832.470000000001,1,4,4,144,9
567,13094.0,21,12,1927.3200000000002,3,4,4,344,11
568,13095.0,71,1,74.4,2,1,1,211,4
569,13097.0,33,10,6010.419999999999,3,4,4,344,11
571,13099.0,99,1,207.35999999999999,2,1,1,211,4
572,13101.0,234,1,101.19,1,1,1,111,3
573,13102.0,1,24,6424.089999999999,4,4,4,444,12
574,13103.0,40,1,243.94,3,1,1,311,5
575,13104.0,3,6,1098.48,4,4,3,443,11
576,13106.0,133,1,76.5,2,1,1,211,4
577,13107.0,44,4,1531.6200000000003,3,3,3,333,9
579,13109.0,60,2,786.54,2,2,3,223,7
580,13110.0,31,7,1488.67,3,4,3,343,10
581,13113.0,1,24,12245.96,4,4,4,444,12
582,13115.0,12,4,2294.7799999999997,4,3,4,434,11
583,13116.0,138,1,501.14,2,1,2,212,5
584,13117.0,22,8,984.9100000000001,3,4,3,343,10
585,13118.0,20,5,1197.81,3,4,3,343,10
586,13120.0,239,1,30.599999999999998,1,1,1,111,3
587,13121.0,269,1,283.72999999999996,1,1,1,111,3
588,13122.0,94,2,922.39,2,2,3,223,7
589,13124.0,90,3,3866.33,2,3,4,234,9
590,13126.0,5,8,2099.64,4,4,4,444,12
591,13127.0,78,1,259.16999999999996,2,1,1,211,4
592,13130.0,94,1,64.0,2,1,1,211,4
593,13131.0,23,3,1073.2999999999997,3,3,3,333,9
594,13132.0,262,1,77.3,1,1,1,111,3
595,13133.0,274,2,109.80000000000001,1,2,1,121,4
596,13134.0,86,4,1793.5800000000002,2,3,4,234,9
597,13135.0,197,1,3096.0,1,1,4,114,6
598,13136.0,56,5,2607.6099999999997,2,4,4,244,10
599,13137.0,11,8,3650.41,4,4,4,444,12
600,13138.0,22,6,962.39,3,4,3,343,10
601,13139.0,16,7,5064.9400000000005,4,4,4,444,12
602,13140.0,108,3,423.72,2,3,2,232,7
603,13141.0,85,5,2388.75,2,4,4,244,10
604,13142.0,19,1,307.0899999999999,4,1,2,412,7
605,13144.0,333,1,110.94999999999999,1,1,1,111,3
606,13145.0,40,4,618.52,3,3,2,332,8
607,13146.0,26,1,228.91,3,1,1,311,5
608,13147.0,10,4,712.8000000000001,4,3,3,433,10
609,13148.0,29,12,3707.12,3,4,4,344,11
610,13149.0,14,4,1676.0600000000002,4,3,4,434,11
611,13151.0,296,1,1257.8700000000003,1,1,3,113,5
612,13153.0,6,1,486.22,4,1,2,412,7
613,13155.0,33,4,971.7600000000002,3,3,3,333,9
614,13157.0,49,4,1741.2199999999998,3,3,4,334,10
615,13158.0,95,4,1201.06,2,3,3,233,8
616,13159.0,9,4,1437.85,4,3,3,433,10
617,13160.0,22,1,91.8,3,1,1,311,5
618,13161.0,313,1,112.75,1,1,1,111,3
619,13162.0,122,4,1688.2899999999997,2,3,4,234,9
620,13165.0,46,2,1021.48,3,2,3,323,8
621,13166.0,283,1,417.20000000000005,1,1,2,112,4
622,13167.0,19,4,791.3299999999999,4,3,3,433,10
623,13168.0,36,4,1319.19,3,3,3,333,9
624,13169.0,64,2,712.88,2,2,3,223,7
625,13170.0,27,1,116.00999999999999,3,1,1,311,5
626,13171.0,22,3,468.40999999999997,3,3,2,332,8
627,13173.0,4,2,353.65000000000003,4,2,2,422,8
628,13174.0,16,3,2817.0299999999997,4,3,4,434,11
629,13176.0,46,1,492.84000000000003,3,1,2,312,6
630,13177.0,65,1,282.45,2,1,1,211,4
631,13178.0,26,11,5725.469999999999,3,4,4,344,11
632,13182.0,45,1,121.18,3,1,1,311,5
633,13183.0,8,9,3957.7800000000007,4,4,4,444,12
634,13184.0,15,10,1701.29,4,4,4,444,12
635,13185.0,268,1,71.4,1,1,1,111,3
636,13186.0,40,3,1575.89,3,3,3,333,9
637,13187.0,337,1,236.01999999999998,1,1,1,111,3
638,13188.0,11,1,114.60000000000001,4,1,1,411,6
639,13189.0,19,2,260.67999999999995,4,2,1,421,7
640,13192.0,95,2,911.9400000000002,2,2,3,223,7
641,13193.0,61,1,117.88000000000001,2,1,1,211,4
642,13194.0,136,1,60.7,2,1,1,211,4
643,13196.0,11,4,1797.78,4,3,4,434,11
644,13198.0,10,6,3401.24,4,4,4,444,12
646,13200.0,19,4,870.0900000000001,4,3,3,433,10
647,13203.0,10,4,869.4599999999999,4,3,3,433,10
648,13207.0,15,2,250.26000000000002,4,2,1,421,7
649,13208.0,59,6,1223.9,2,4,3,243,9
650,13209.0,30,8,5891.61,3,4,4,344,11
651,13210.0,94,1,353.48,2,1,2,212,5
652,13211.0,10,3,1197.42,4,3,3,433,10
653,13212.0,20,3,788.0799999999999,3,3,3,333,9
654,13213.0,57,5,1520.58,2,4,3,243,9
655,13216.0,268,1,333.74,1,1,2,112,4
656,13217.0,122,3,533.98,2,3,2,232,7
657,13218.0,127,1,62.64,2,1,1,211,4
658,13220.0,78,4,819.29,2,3,3,233,8
659,13221.0,240,2,847.4100000000001,1,2,3,123,6
660,13223.0,200,2,163.20000000000002,1,2,1,121,4
661,13224.0,60,2,2155.9499999999994,2,2,4,224,8
662,13225.0,3,7,6463.84,4,4,4,444,12
663,13226.0,273,1,108.21,1,1,1,111,3
664,13227.0,202,1,257.7,1,1,1,111,3
665,13228.0,81,1,358.0,2,1,2,212,5
666,13229.0,226,1,160.95,1,1,1,111,3
667,13230.0,4,14,2806.9700000000003,4,4,4,444,12
668,13232.0,13,7,1357.6000000000001,4,4,3,443,11
669,13233.0,74,2,605.1199999999999,2,2,2,222,6
670,13235.0,212,1,1031.0700000000002,1,1,3,113,5
671,13236.0,25,2,744.85,3,2,3,323,8
672,13238.0,17,4,700.7299999999999,4,3,3,433,10
673,13239.0,262,1,329.56,1,1,2,112,4
674,13240.0,96,4,663.6500000000001,2,3,2,232,7
675,13242.0,112,3,270.40000000000003,2,3,1,231,6
676,13243.0,203,1,600.0700000000002,1,1,2,112,4
677,13244.0,93,1,121.74,2,1,1,211,4
678,13245.0,51,1,430.5,3,1,2,312,6
679,13246.0,18,6,1987.3,4,4,4,444,12
680,13247.0,18,4,501.11999999999995,4,3,2,432,9
681,13248.0,125,2,465.67999999999995,2,2,2,222,6
682,13249.0,92,3,711.41,2,3,3,233,8
683,13253.0,157,2,1030.3999999999999,1,2,3,123,6
684,13255.0,9,2,399.51,4,2,2,422,8
685,13258.0,12,3,698.5799999999999,4,3,3,433,10
686,13259.0,62,1,292.31999999999994,2,1,1,211,4
687,13260.0,61,1,557.62,2,1,2,212,5
688,13261.0,269,2,944.1,1,2,3,123,6
689,13262.0,263,1,200.29,1,1,1,111,3
691,13265.0,53,5,2107.6600000000003,2,4,4,244,10
692,13266.0,11,12,3834.26,4,4,4,444,12
693,13267.0,3,19,4521.49,4,4,4,444,12
694,13268.0,18,11,3214.69,4,4,4,444,12
695,13269.0,1,15,5346.23,4,4,4,444,12
696,13270.0,366,1,590.0,1,1,2,112,4
697,13271.0,37,1,217.38,3,1,1,311,5
698,13272.0,31,2,276.56000000000006,3,2,1,321,6
699,13273.0,113,1,138.98,2,1,1,211,4
700,13276.0,64,2,590.93,2,2,2,222,6
701,13277.0,16,4,258.4,4,3,1,431,8
702,13278.0,41,1,542.73,3,1,2,312,6
703,13279.0,78,1,137.75,2,1,1,211,4
704,13280.0,122,3,814.86,2,3,3,233,8
705,13282.0,18,3,1132.14,4,3,3,433,10
706,13283.0,60,2,93.66,2,2,1,221,5
707,13284.0,331,1,201.19,1,1,1,111,3
708,13285.0,23,4,2709.1200000000003,3,3,4,334,10
709,13291.0,156,1,361.11,1,1,2,112,4
710,13292.0,39,2,578.9399999999999,3,2,2,322,7
711,13294.0,190,2,873.74,1,2,3,123,6
712,13295.0,360,1,201.2,1,1,1,111,3
713,13296.0,137,1,87.4,2,1,1,211,4
714,13297.0,8,4,2089.85,4,3,4,434,11
715,13298.0,1,1,360.0,4,1,2,412,7
716,13299.0,268,1,142.5,1,1,1,111,3
717,13300.0,169,1,371.89,1,1,2,112,4
718,13301.0,104,4,618.09,2,3,2,232,7
719,13302.0,155,1,63.75,1,1,1,111,3
720,13304.0,351,1,300.41999999999996,1,1,1,111,3
721,13305.0,4,10,2000.8599999999997,4,4,4,444,12
722,13307.0,120,1,15.0,2,1,1,211,4
723,13308.0,23,3,1385.51,3,3,3,333,9
724,13309.0,7,5,1456.79,4,4,3,443,11
725,13310.0,28,3,1132.0300000000002,3,3,3,333,9
726,13311.0,4,2,598.57,4,2,2,422,8
727,13313.0,22,5,1555.32,3,4,3,343,10
728,13314.0,2,3,775.94,4,3,3,433,10
729,13316.0,37,4,5977.7300000000005,3,3,4,334,10
730,13317.0,66,6,2273.6800000000003,2,4,4,244,10
731,13318.0,1,3,640.7600000000001,4,3,2,432,9
733,13320.0,78,4,1548.6999999999998,2,3,3,233,8
734,13321.0,72,2,567.36,2,2,2,222,6
735,13322.0,17,1,199.48,4,1,1,411,6
736,13323.0,3,5,787.8499999999999,4,4,3,443,11
737,13324.0,36,10,7121.95,3,4,4,344,11
738,13325.0,82,1,675.3,2,1,3,213,6
739,13327.0,39,8,3627.77,3,4,4,344,11
740,13328.0,316,1,1308.48,1,1,3,113,5
741,13329.0,32,2,789.0,3,2,3,323,8
742,13330.0,93,3,1140.93,2,3,3,233,8
743,13332.0,14,1,350.9,4,1,2,412,7
744,13334.0,82,3,3536.8200000000006,2,3,4,234,9
745,13336.0,77,1,795.1200000000001,2,1,3,213,6
746,13338.0,158,1,487.02000000000004,1,1,2,112,4
747,13339.0,201,1,860.12,1,1,3,113,5
748,13340.0,45,7,10736.48,3,4,4,344,11
749,13341.0,261,1,775.8499999999999,1,1,3,113,5
750,13343.0,178,1,353.43,1,1,2,112,4
751,13344.0,68,3,2543.7200000000007,2,3,4,234,9
752,13345.0,288,1,389.5,1,1,2,112,4
753,13347.0,70,1,341.36,2,1,2,212,5
754,13348.0,64,1,233.76,2,1,1,211,4
755,13349.0,11,1,247.32,4,1,1,411,6
756,13350.0,16,2,979.12,4,2,3,423,9
757,13351.0,66,1,373.94,2,1,2,212,5
758,13352.0,60,1,397.97999999999996,2,1,2,212,5
759,13354.0,71,1,743.5300000000001,2,1,3,213,6
760,13355.0,122,1,674.7,2,1,3,213,6
761,13356.0,80,1,768.2400000000001,2,1,3,213,6
762,13357.0,257,1,609.95,1,1,2,112,4
763,13358.0,269,1,439.03000000000003,1,1,2,112,4
764,13359.0,64,1,439.55999999999995,2,1,2,212,5
765,13362.0,9,4,3090.7400000000002,4,3,4,434,11
766,13363.0,18,2,992.5,4,2,3,423,9
767,13364.0,71,1,134.96,2,1,1,211,4
768,13365.0,34,2,2225.37,3,2,4,324,9
769,13366.0,50,1,56.160000000000004,3,1,1,311,5
770,13368.0,257,2,623.4,1,2,2,122,5
771,13369.0,366,1,308.28,1,1,2,112,4
773,13372.0,90,1,378.63999999999993,2,1,2,212,5
774,13373.0,61,3,3312.2500000000005,2,3,4,234,9
775,13375.0,89,1,778.65,2,1,3,213,6
776,13376.0,99,3,1019.76,2,3,3,233,8
777,13379.0,26,3,572.56,3,3,2,332,8
778,13381.0,32,6,3639.31,3,4,4,344,11
779,13382.0,281,1,222.99,1,1,1,111,3
780,13384.0,31,7,4151.93,3,4,4,344,11
781,13385.0,330,1,534.5699999999999,1,1,2,112,4
782,13388.0,131,2,677.1,2,2,3,223,7
783,13389.0,11,3,797.9599999999999,4,3,3,433,10
784,13390.0,75,1,544.08,2,1,2,212,5
785,13391.0,204,1,59.8,1,1,1,111,3
786,13394.0,2,8,2520.0200000000004,4,4,4,444,12
787,13395.0,185,1,307.71999999999997,1,1,2,112,4
788,13396.0,29,2,1360.99,3,2,3,323,8
789,13397.0,73,5,1544.1299999999999,2,4,3,243,9
790,13398.0,192,1,457.34000000000003,1,1,2,112,4
791,13402.0,127,2,621.2300000000002,2,2,2,222,6
792,13403.0,18,1,75.0,4,1,1,411,6
793,13404.0,1,2,252.49,4,2,1,421,7
794,13405.0,74,3,572.4509999999999,2,3,2,232,7
796,13410.0,24,5,1003.0600000000002,3,4,3,343,10
797,13411.0,107,1,213.55,2,1,1,211,4
798,13414.0,134,3,1390.5,2,3,3,233,8
799,13416.0,44,2,712.5,3,2,3,323,8
800,13417.0,5,2,640.83,4,2,2,422,8
801,13418.0,12,18,6127.43,4,4,4,444,12
802,13419.0,64,1,221.06,2,1,1,211,4
803,13420.0,150,2,159.85,1,2,1,121,4
804,13421.0,40,2,1851.08,3,2,4,324,9
805,13422.0,64,1,2626.3,2,1,4,214,7
806,13425.0,108,3,1624.2100000000003,2,3,4,234,9
807,13426.0,1,10,3641.3199999999997,4,4,4,444,12
808,13427.0,19,3,582.6,4,3,2,432,9
809,13428.0,10,1,218.46999999999997,4,1,1,411,6
810,13429.0,11,4,1006.7999999999998,4,3,3,433,10
811,13430.0,19,2,679.4499999999999,4,2,3,423,9
812,13431.0,67,2,1269.1,2,2,3,223,7
813,13434.0,74,2,534.24,2,2,2,222,6
814,13435.0,5,7,3809.89,4,4,4,444,12
815,13436.0,2,1,196.88999999999996,4,1,1,411,6
816,13437.0,14,7,3408.0600000000004,4,4,4,444,12
817,13439.0,255,1,283.71,1,1,1,111,3
818,13441.0,92,1,296.64000000000004,2,1,1,211,4
819,13447.0,23,3,1129.1400000000003,3,3,3,333,9
820,13448.0,17,6,3539.3700000000003,4,4,4,444,12
821,13449.0,24,1,291.88000000000005,3,1,1,311,5
822,13450.0,27,6,2043.72,3,4,4,344,11
823,13451.0,26,5,2976.15,3,4,4,344,11
824,13452.0,259,2,590.0,1,2,2,122,5
825,13453.0,166,2,356.97999999999996,1,2,2,122,5
826,13455.0,25,2,1058.3400000000001,3,2,3,323,8
827,13456.0,18,6,1766.72,4,4,4,444,12
828,13458.0,7,14,9646.57,4,4,4,444,12
829,13460.0,29,2,183.44,3,2,1,321,6
830,13461.0,39,3,1445.0000000000002,3,3,3,333,9
831,13462.0,253,1,151.5,1,1,1,111,3
832,13464.0,58,1,674.6800000000001,2,1,3,213,6
833,13466.0,184,1,307.90000000000003,1,1,2,112,4
834,13467.0,11,2,1083.71,4,2,3,423,9
836,13470.0,99,2,165.0,2,2,1,221,5
837,13471.0,1,4,2531.58,4,3,4,434,11
838,13473.0,61,2,422.64000000000004,2,2,2,222,6
839,13474.0,236,1,229.59,1,1,1,111,3
840,13475.0,191,4,1431.7800000000002,1,3,3,133,7
841,13476.0,179,2,1238.47,1,2,3,123,6
842,13477.0,38,6,1454.5800000000002,3,4,3,343,10
843,13479.0,201,2,300.95,1,2,1,121,4
844,13481.0,46,5,1804.5600000000002,3,4,4,344,11
845,13482.0,232,1,184.64,1,1,1,111,3
846,13483.0,66,1,140.34,2,1,1,211,4
847,13484.0,241,1,313.8,1,1,2,112,4
848,13485.0,233,1,454.24,1,1,2,112,4
849,13486.0,78,3,1122.4099999999999,2,3,3,233,8
850,13487.0,58,3,575.4000000000001,2,3,2,232,7
851,13488.0,17,13,8968.31,4,4,4,444,12
852,13489.0,105,4,449.52,2,3,2,232,7
853,13491.0,52,10,1215.8199999999997,2,4,3,243,9
854,13492.0,136,3,1269.84,2,3,3,233,8
855,13493.0,275,2,618.63,1,2,2,122,5
856,13494.0,312,1,316.26000000000005,1,1,2,112,4
857,13495.0,8,5,2044.87,4,4,4,444,12
858,13496.0,11,2,653.3299999999999,4,2,2,422,8
859,13497.0,283,2,348.04999999999995,1,2,2,122,5
860,13499.0,18,5,1159.11,4,4,3,443,11
861,13500.0,23,3,1166.77,3,3,3,333,9
862,13501.0,288,1,1340.32,1,1,3,113,5
863,13502.0,17,3,291.99999999999994,4,3,1,431,8
864,13503.0,71,1,216.85000000000002,2,1,1,211,4
865,13504.0,64,1,295.93000000000006,2,1,1,211,4
866,13505.0,73,4,4393.63,2,3,4,234,9
867,13506.0,316,2,458.52,1,2,2,122,5
868,13507.0,3,4,2479.16,4,3,4,434,11
869,13508.0,244,1,110.97000000000003,1,1,1,111,3
870,13509.0,9,7,979.72,4,4,3,443,11
871,13510.0,1,4,1791.56,4,3,4,434,11
872,13512.0,261,1,251.20999999999998,1,1,1,111,3
873,13513.0,127,1,205.09999999999997,2,1,1,211,4
874,13514.0,74,1,152.20000000000002,2,1,1,211,4
875,13515.0,73,4,891.12,2,3,3,233,8
876,13516.0,21,3,1389.4100000000003,3,3,3,333,9
877,13517.0,60,3,2128.42,2,3,4,234,9
878,13518.0,86,1,659.4399999999998,2,1,2,212,5
879,13519.0,78,1,122.75,2,1,1,211,4
880,13520.0,59,6,3624.3499999999995,2,4,4,244,10
881,13521.0,1,3,1093.65,4,3,3,433,10
882,13522.0,30,1,125.80000000000001,3,1,1,311,5
883,13523.0,33,5,3964.88,3,4,4,344,11
884,13524.0,41,5,680.1800000000001,3,4,3,343,10
885,13525.0,15,2,628.78,4,2,2,422,8
886,13527.0,34,7,2287.51,3,4,4,344,11
887,13529.0,79,2,307.76,2,2,2,222,6
888,13531.0,205,2,483.80000000000007,1,2,2,122,5
889,13532.0,34,1,210.30999999999995,3,1,1,311,5
890,13533.0,183,3,270.79,1,3,1,131,5
892,13536.0,1,7,3448.29,4,4,4,444,12
893,13538.0,43,7,1280.8500000000001,3,4,3,343,10
894,13539.0,86,3,631.34,2,3,2,232,7
895,13544.0,40,2,291.40999999999997,3,2,1,321,6
896,13546.0,12,3,626.99,4,3,2,432,9
897,13548.0,96,2,682.4100000000001,2,2,3,223,7
898,13549.0,26,7,918.1999999999999,3,4,3,343,10
899,13551.0,319,1,91.80000000000001,1,1,1,111,3
900,13552.0,66,12,3740.0699999999997,2,4,4,244,10
901,13555.0,74,4,4149.280000000001,2,3,4,234,9
902,13557.0,28,2,584.06,3,2,2,322,7
903,13558.0,6,4,605.06,4,3,2,432,9
904,13560.0,7,1,174.36999999999998,4,1,1,411,6
905,13561.0,216,1,141.86,1,1,1,111,3
906,13562.0,82,3,1799.33,2,3,4,234,9
907,13563.0,84,2,777.53,2,2,3,223,7
908,13564.0,144,3,1749.0200000000004,1,3,4,134,8
909,13565.0,19,2,240.22,4,2,1,421,7
910,13566.0,41,2,874.71,3,2,3,323,8
911,13568.0,173,1,192.85,1,1,1,111,3
912,13569.0,17,2,373.74999999999994,4,2,2,422,8
913,13570.0,243,1,239.49000000000004,1,1,1,111,3
914,13571.0,13,12,2092.3199999999997,4,4,4,444,12
915,13572.0,206,1,1384.2499999999998,1,1,3,113,5
916,13573.0,50,2,294.4,3,2,1,321,6
917,13575.0,23,5,732.07,3,4,3,343,10
918,13576.0,10,18,6717.34,4,4,4,444,12
919,13577.0,25,4,1687.6000000000001,3,3,4,334,10
920,13579.0,15,2,467.0400000000001,4,2,2,422,8
921,13581.0,309,1,118.0,1,1,1,111,3
922,13583.0,156,1,781.03,1,1,3,113,5
923,13584.0,307,1,142.4,1,1,1,111,3
924,13587.0,64,1,712.4,2,1,3,213,6
925,13588.0,16,9,2478.95,4,4,4,444,12
926,13589.0,15,2,379.65000000000003,4,2,2,422,8
927,13590.0,11,6,1981.9199999999994,4,4,4,444,12
928,13591.0,65,3,1117.1299999999997,2,3,3,233,8
929,13592.0,36,4,247.95999999999998,3,3,1,331,7
930,13593.0,108,5,2037.0800000000002,2,4,4,244,10
931,13594.0,53,1,396.97,2,1,2,212,5
932,13596.0,6,2,697.0400000000001,4,2,3,423,9
933,13598.0,47,1,180.17000000000002,3,1,1,311,5
934,13599.0,1,21,5153.67,4,4,4,444,12
935,13600.0,312,1,219.51999999999998,1,1,1,111,3
936,13601.0,45,2,693.32,3,2,3,323,8
937,13602.0,65,1,428.89,2,1,2,212,5
938,13603.0,26,1,164.34,3,1,1,311,5
939,13606.0,29,3,280.53999999999996,3,3,1,331,7
940,13607.0,40,1,678.0100000000001,3,1,3,313,7
941,13610.0,12,7,1131.88,4,4,3,443,11
942,13611.0,89,3,1171.7999999999997,2,3,3,233,8
943,13614.0,24,4,1610.46,3,3,4,334,10
944,13615.0,319,1,417.6900000000001,1,1,2,112,4
945,13617.0,40,3,544.1800000000001,3,3,2,332,8
946,13618.0,174,1,177.34,1,1,1,111,3
947,13621.0,117,1,213.85,2,1,1,211,4
948,13623.0,31,5,747.7800000000001,3,4,3,343,10
949,13626.0,253,1,257.22999999999996,1,1,1,111,3
950,13627.0,59,5,1638.47,2,4,4,244,10
951,13629.0,23,11,7792.360000000001,3,4,4,344,11
952,13630.0,5,7,2031.7800000000002,4,4,4,444,12
953,13631.0,100,11,3070.42,2,4,4,244,10
954,13632.0,25,5,2121.27,3,4,4,344,11
955,13634.0,33,5,1575.1599999999999,3,4,3,343,10
956,13635.0,68,1,1071.03,2,1,3,213,6
957,13636.0,37,5,949.12,3,4,3,343,10
958,13637.0,52,3,810.5,2,3,3,233,8
959,13638.0,16,1,122.64,4,1,1,411,6
960,13639.0,74,1,1033.3400000000001,2,1,3,213,6
961,13642.0,216,1,354.8,1,1,2,112,4
962,13643.0,31,3,519.44,3,3,2,332,8
963,13644.0,16,4,2624.26,4,3,4,434,11
964,13645.0,120,1,252.1,2,1,1,211,4
965,13647.0,10,4,1678.1200000000001,4,3,4,434,11
966,13649.0,257,2,346.6,1,2,2,122,5
967,13650.0,17,6,1836.3400000000001,4,4,4,444,12
968,13651.0,35,2,94.2,3,2,1,321,6
969,13652.0,46,3,1095.08,3,3,3,333,9
970,13654.0,43,6,2707.33,3,4,4,344,11
971,13655.0,114,2,932.97,2,2,3,223,7
972,13656.0,165,2,379.65000000000003,1,2,2,122,5
973,13657.0,11,2,382.14,4,2,2,422,8
974,13658.0,10,5,2639.1700000000005,4,4,4,444,12
975,13659.0,206,2,1573.1999999999998,1,2,3,123,6
976,13662.0,86,3,897.76,2,3,3,233,8
977,13663.0,179,1,189.46999999999997,1,1,1,111,3
978,13666.0,60,3,84.65,2,3,1,231,6
979,13667.0,149,1,305.0199999999999,1,1,1,111,3
980,13668.0,3,21,6363.59,4,4,4,444,12
981,13669.0,51,2,218.55,3,2,1,321,6
982,13670.0,75,1,349.7,2,1,2,212,5
983,13672.0,301,2,186.39,1,2,1,121,4
984,13673.0,19,2,396.91999999999996,4,2,2,422,8
985,13675.0,151,2,486.82000000000005,1,2,2,122,5
986,13678.0,152,1,232.6,1,1,1,111,3
987,13680.0,1,4,3722.42,4,3,4,434,11
988,13681.0,18,4,827.83,4,3,3,433,10
989,13682.0,187,1,59.5,1,1,1,111,3
990,13684.0,286,1,67.23,1,1,1,111,3
991,13685.0,3,7,3119.44,4,4,4,444,12
992,13686.0,183,1,72.0,1,1,1,111,3
993,13689.0,63,1,910.0,2,1,3,213,6
994,13690.0,59,1,172.25,2,1,1,211,4
995,13692.0,25,3,1488.32,3,3,3,333,9
997,13695.0,31,15,2504.13,3,4,4,344,11
998,13697.0,39,1,151.3,3,1,1,311,5
999,13699.0,155,1,308.58,1,1,2,112,4
1000,13700.0,26,10,2265.12,3,4,4,344,11
1001,13703.0,318,1,99.5,1,1,1,111,3
1002,13704.0,5,9,2308.0600000000004,4,4,4,444,12
1003,13705.0,8,3,711.86,4,3,3,433,10
1004,13706.0,303,1,330.79,1,1,2,112,4
1005,13707.0,267,2,806.41,1,2,3,123,6
1006,13708.0,271,1,296.88,1,1,1,111,3
1007,13709.0,4,13,6328.05,4,4,4,444,12
1008,13710.0,32,1,180.48,3,1,1,311,5
1009,13711.0,219,2,252.06000000000003,1,2,1,121,4
1010,13712.0,247,1,228.83999999999997,1,1,1,111,3
1011,13715.0,281,5,1079.3400000000001,1,4,3,143,8
1012,13716.0,269,1,138.28,1,1,1,111,3
1013,13717.0,32,6,1445.0100000000002,3,4,3,343,10
1014,13718.0,246,2,306.55,1,2,1,121,4
1015,13719.0,15,5,1041.68,4,4,3,443,11
1016,13720.0,117,4,799.9,2,3,3,233,8
1017,13721.0,36,1,524.1400000000001,3,1,2,312,6
1018,13722.0,132,3,2375.41,2,3,4,234,9
1019,13723.0,217,1,199.85000000000002,1,1,1,111,3
1020,13725.0,50,8,1980.56,3,4,4,344,11
1021,13726.0,39,2,1079.6599999999999,3,2,3,323,8
1022,13727.0,29,2,333.48,3,2,2,322,7
1023,13728.0,37,6,1016.1400000000001,3,4,3,343,10
1024,13730.0,136,2,752.6,2,2,3,223,7
1025,13731.0,219,2,610.59,1,2,2,122,5
1026,13732.0,28,1,491.86000000000007,3,1,2,312,6
1027,13735.0,25,4,2885.2399999999993,3,3,4,334,10
1028,13736.0,5,2,731.8999999999999,4,2,3,423,9
1029,13737.0,200,1,339.6,1,1,2,112,4
1030,13739.0,18,1,216.9,4,1,1,411,6
1031,13740.0,241,1,350.75,1,1,2,112,4
1032,13741.0,72,3,668.4300000000001,2,3,3,233,8
1033,13742.0,17,12,3131.0199999999995,4,4,4,444,12
1034,13743.0,3,7,1341.6,4,4,3,443,11
1035,13744.0,95,2,1156.36,2,2,3,223,7
1036,13745.0,162,1,300.03999999999996,1,1,1,111,3
1038,13748.0,96,5,948.2499999999999,2,4,3,243,9
1039,13750.0,54,5,1647.26,2,4,4,244,10
1040,13751.0,288,1,296.25,1,1,1,111,3
1041,13752.0,124,6,1186.28,2,4,3,243,9
1042,13753.0,288,1,741.26,1,1,3,113,5
1043,13754.0,152,2,282.6,1,2,1,121,4
1044,13755.0,4,9,2161.35,4,4,4,444,12
1045,13756.0,2,14,5189.52,4,4,4,444,12
1046,13758.0,12,7,3190.55,4,4,4,444,12
1047,13759.0,33,2,659.41,3,2,2,322,7
1048,13760.0,54,2,286.78999999999996,2,2,1,221,5
1049,13761.0,50,2,1070.65,3,2,3,323,8
1050,13762.0,219,1,306.72,1,1,1,111,3
1051,13763.0,63,1,1714.9599999999998,2,1,4,214,7
1052,13764.0,71,3,1521.7600000000002,2,3,3,233,8
1054,13769.0,2,10,2796.51,4,4,4,444,12
1055,13771.0,64,4,2634.45,2,3,4,234,9
1056,13772.0,34,3,1132.13,3,3,3,333,9
1057,13774.0,82,1,345.0,2,1,2,212,5
1059,13778.0,103,1,178.7,2,1,1,211,4
1060,13780.0,7,2,360.01000000000005,4,2,2,422,8
1061,13781.0,251,1,127.84,1,1,1,111,3
1062,13782.0,13,6,912.0,4,4,3,443,11
